Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
3,11736,1,4,4,2,1,1,33050,130,156,0,15601,2,2,18.28985249935512,0,1,0,1
4,27219,1,0,9,0,1,2,39410,313,256,0,9097,2,3,13.404525842604114,1,2,1,1
4,4734,1,0,5,0,0,0,24782,187,513,1,12643,5,3,18.809730819636776,0,0,2,1
3,8908,2,1,8,2,1,2,18816,241,542,1,18618,7,2,11.978109895869093,0,2,1,1
4,4953,1,3,6,0,1,2,33454,58,408,0,10484,9,2,18.12572652493501,2,2,2,1
5,22160,2,4,3,1,0,1,3585,158,140,0,835,2,1,16.439733223651466,2,2,2,1
3,27353,1,5,5,0,1,1,9945,18,492,2,3657,9,0,17.975586081095692,0,2,1,1
4,12716,0,3,2,1,1,2,25374,114,114,1,17195,4,0,12.409841052582555,1,1,2,1
5,2597,2,3,3,1,0,3,5463,169,297,0,6481,2,2,12.212562523109476,0,2,2,1
5,29788,1,3,3,0,0,3,18561,12,274,1,5,5,3,13.72285957254585,1,2,1,1
1,16488,0,2,9,0,0,4,41382,8,528,1,11829,1,1,17.874158770338013,2,0,0,0
0,19153,1,1,5,2,0,0,34009,260,362,1,16718,0,2,11.52864745779172,2,1,2,1
1,24475,0,2,3,2,1,2,31682,271,654,1,19623,8,1,12.441981962748992,2,2,1,1
4,20615,2,4,2,2,0,0,24453,250,31,0,11821,1,1,15.281171125461537,1,2,1,1
0,18561,0,4,2,2,0,2,1392,239,121,0,5404,6,1,18.89747469004828,1,2,0,1
4,9776,1,4,3,1,1,2,8846,74,312,2,15516,4,0,12.007953775954745,1,1,2,1
4,20768,0,0,0,0,1,1,298,316,470,1,4747,2,2,13.0338158188829,1,2,1,1
3,30937,1,3,3,0,1,2,17694,139,637,2,1262,4,2,19.859178050576563,1,1,1,0
5,12154,2,2,9,2,0,3,10800,124,84,0,10997,9,2,19.240467633291125,0,2,2,1
5,14999,2,2,3,1,0,0,31879,171,566,0,1406,8,1,18.11520261468139,2,2,2,1
2,30737,0,5,4,2,1,3,2355,91,379,0,19089,2,1,14.94834799675016,0,1,2,1
3,16336,0,4,5,2,1,2,32416,267,208,2,8580,0,1,10.526046878977356,1,1,1,1
4,20882,0,5,4,1,1,0,14429,297,446,2,6176,0,0,14.711464591568586,1,2,1,1
5,19110,1,0,3,2,0,4,41120,81,584,1,7235,6,1,14.365497545005688,2,2,2,1
4,2104,0,2,3,1,0,0,26669,188,659,1,4635,1,3,13.526967568376984,1,2,0,1
4,21165,1,2,4,2,0,2,23533,324,528,1,18509,1,2,15.415371398148226,2,1,1,0
3,31314,1,0,7,1,1,4,37045,27,586,0,14266,3,1,11.77542630276744,1,0,0,0
1,26940,1,3,0,1,0,3,6679,55,37,1,8849,5,3,19.068297303320143,0,0,1,0
1,11515,0,0,3,0,1,1,36149,205,380,0,13469,2,3,14.918226969558027,0,2,2,1
0,4036,2,4,7,2,0,0,23933,187,12,2,9687,2,1,10.094855009716824,2,2,1,1
1,27961,0,5,0,2,0,0,19287,21,256,2,21117,5,3,16.058936894176178,2,1,0,1
1,2607,2,2,0,0,1,2,20189,198,698,2,12686,5,0,16.621138703007148,2,2,0,1
2,18189,2,1,4,1,0,3,15381,138,636,2,11598,6,1,17.38200018882076,0,0,0,0
0,350,2,4,4,2,0,0,657,124,320,0,12374,4,2,13.278830522786112,2,2,1,1
4,26316,0,3,4,2,1,0,1907,95,198,0,6730,8,3,12.759314428588103,2,1,0,1
5,4459,2,0,7,1,1,2,17260,194,175,1,5209,4,2,19.294836588789774,2,0,1,0
0,21152,1,1,2,2,0,1,10878,161,123,0,10671,0,2,11.533819953885017,2,0,1,0
4,2121,2,3,3,0,0,2,12215,282,554,2,21592,7,1,17.408602873971113,1,2,0,1
1,4118,2,2,5,0,1,3,21994,56,302,0,5813,0,0,10.862700758157306,2,0,2,1
3,25230,1,0,1,0,0,2,26910,30,18,2,14571,3,1,19.738930201729573,2,0,2,1
3,5907,0,1,8,2,1,3,34335,299,239,2,8553,6,2,11.218502963586642,1,2,1,1
4,14039,1,4,2,2,0,1,29808,16,186,2,16724,2,1,16.980873664362484,2,0,1,1
1,10133,2,4,2,0,0,2,9703,306,568,2,399,4,2,13.491063012693212,0,1,1,1
4,7418,0,4,7,1,0,4,34350,5,541,1,12793,5,1,11.821479411151335,1,1,2,1
1,10393,0,4,0,2,0,0,32684,282,262,2,15884,4,3,13.43702917042693,1,1,2,1
5,22981,0,3,7,0,1,0,13934,0,399,1,21094,9,1,16.55917775808468,1,0,0,1
5,1763,0,3,1,1,0,4,14399,248,535,0,13365,1,2,13.6007821881639,1,2,0,1
1,12607,0,0,5,0,1,4,6680,36,250,2,18992,3,2,15.103057627267836,0,0,2,1
2,10398,2,5,9,2,0,1,20976,197,59,0,2877,7,3,13.615581318939356,2,0,0,1
4,17038,1,1,9,0,0,3,30790,201,684,2,14033,5,1,11.400774646039944,2,2,0,1
3,25201,1,3,9,2,0,4,14005,45,27,1,10722,4,3,13.49101510647515,1,1,0,0
3,7002,1,3,0,1,0,1,3521,158,172,1,14724,4,2,18.88206567164576,1,0,1,0
4,30341,1,3,9,2,1,1,24735,58,562,1,256,2,0,16.84452740333949,0,2,0,1
3,13723,1,1,7,0,1,2,5752,134,536,2,6074,5,2,18.58370393778837,0,0,1,0
1,4667,2,0,4,0,1,3,12274,100,370,0,6318,7,1,11.216161923777095,1,2,1,1
0,12651,0,5,2,0,0,4,7419,203,58,2,19256,4,1,16.836631528812596,0,1,0,1
2,26405,1,4,4,2,0,2,28289,14,627,2,7854,5,0,12.027257063558585,1,0,1,1
5,12844,0,2,6,0,1,4,22476,312,379,1,12346,1,2,15.954413678528226,1,2,1,1
3,8979,2,4,0,0,0,0,20052,328,124,1,3045,9,0,10.952662608846348,2,2,0,1
4,13176,0,5,3,0,1,0,14021,110,311,1,14132,0,1,13.144934535134269,0,0,2,1
0,20319,0,0,9,2,1,3,27253,49,686,0,6008,1,3,14.783270587010062,1,0,0,0
1,30104,0,4,3,1,1,4,214,244,178,1,11719,7,0,18.60858284911808,2,1,1,1
2,29959,0,0,0,2,0,1,5359,299,270,1,1183,1,3,19.591015999007297,1,0,0,0
5,7124,1,2,4,2,1,2,24945,258,81,2,13573,7,0,13.841383259737096,1,2,1,1
1,12255,0,2,8,1,0,3,27036,268,610,1,15742,6,2,13.509917692326516,2,0,0,0
0,28768,2,0,1,1,1,3,41938,66,39,1,14389,5,0,10.437273010638457,1,1,0,0
3,2011,1,3,6,2,1,0,198,300,198,2,2603,3,1,14.530876230990678,2,0,0,0
0,13948,1,5,8,1,1,3,597,11,126,1,6007,2,0,14.930460151908733,2,1,1,1
4,30048,0,4,2,0,1,4,26196,266,272,2,11248,1,2,14.597532713786482,1,0,0,1
2,28636,1,0,9,1,0,2,11301,188,337,1,19420,1,3,11.891172705009422,1,0,2,1
0,27970,1,5,7,1,0,1,33121,298,639,1,3208,9,3,10.409058610758304,2,2,0,1
3,4858,2,0,7,1,0,3,40206,70,109,0,5053,1,2,10.169264196802,1,0,2,1
4,21300,1,5,4,2,0,1,21611,6,142,0,6382,9,3,12.239477753562587,1,2,1,1
2,25979,2,2,4,0,0,0,21982,179,507,2,10575,6,3,11.949267612267525,2,2,0,1
0,10615,0,3,3,2,0,1,31546,208,430,0,18971,9,2,15.430767697973671,2,0,2,1
4,13137,0,4,6,0,1,4,8035,77,24,2,21532,7,2,13.242376578593424,0,0,2,1
1,28677,2,2,3,0,1,4,25270,205,550,1,12079,1,2,13.479176413564735,0,0,1,1
0,9499,2,4,1,2,0,3,20396,201,300,1,15116,6,0,11.929968637538478,1,2,2,1
4,14853,2,0,0,1,1,3,17869,119,295,2,4648,4,2,10.637615242938937,1,1,2,1
0,20478,1,2,9,0,0,1,7517,270,197,1,21426,8,1,12.244929445664646,2,0,1,0
1,8251,1,2,7,2,1,4,24733,280,229,2,11596,9,1,11.45031223265674,0,1,2,1
4,19667,1,2,4,1,0,4,17119,72,249,0,4976,4,0,13.69235791199128,1,1,1,0
4,26966,0,1,6,0,1,0,16325,249,11,1,17146,0,2,15.962964384695317,1,1,2,1
5,25822,0,5,1,0,1,0,3717,258,339,2,21084,7,0,10.507656824960534,1,2,2,1
3,3690,1,2,4,0,1,0,12644,126,629,2,11581,2,2,13.740134776661838,0,1,2,1
5,244,2,4,5,1,1,2,26394,72,392,1,13210,8,1,15.19956693784806,1,0,2,1
2,21968,0,5,4,0,1,0,38904,315,388,1,21321,6,2,19.776877199671244,1,2,2,1
4,708,1,2,0,1,1,4,37741,246,258,1,3137,5,2,15.759620008654853,2,2,1,1
4,17074,0,5,9,1,0,0,27921,308,472,2,15939,8,0,19.65782845356061,0,0,2,1
2,27079,0,2,4,1,0,3,13810,131,162,2,8893,4,3,16.553371373572592,0,2,1,1
4,4023,2,5,0,2,1,2,15919,166,184,2,3863,4,2,10.534297001354304,2,2,2,1
5,4126,0,2,2,2,1,3,9412,238,435,2,19423,0,2,10.943888036796851,2,1,0,0
1,4301,0,0,6,1,0,1,7039,112,499,2,17308,1,3,17.784795486630976,2,1,0,0
4,7882,2,5,2,1,1,2,25656,179,244,0,7616,5,0,10.553057932554072,0,1,2,1
2,20877,0,2,9,1,1,3,2348,85,67,1,19700,1,0,18.352594057413583,1,0,2,1
0,12271,1,1,4,1,0,1,27493,1,452,1,16907,2,2,15.639276173136826,1,2,0,1
1,14645,1,2,2,0,1,1,35490,14,694,0,11488,4,1,14.47448528634874,0,0,0,0
0,15279,0,4,2,2,1,2,7713,215,318,2,16110,1,0,16.739821987017155,0,2,0,1
5,19873,1,4,3,0,0,0,15485,26,70,0,13953,7,3,16.971422956230533,0,2,2,1
2,1399,1,2,3,0,1,1,20507,294,469,2,12137,4,1,18.491320974572687,1,0,0,0
3,28461,0,2,5,0,1,0,24381,35,200,0,8801,5,1,16.951268912879417,0,0,0,0
1,9063,2,4,0,1,0,3,9638,172,573,1,6718,3,1,12.094498263976334,1,1,1,1
3,13517,1,0,7,1,1,0,233,287,142,1,5524,9,1,12.657889535078636,2,2,1,1
3,26917,2,3,0,2,0,2,35235,253,397,1,7843,2,0,19.213390803891077,0,2,2,1
3,20809,1,1,3,2,1,1,34015,227,222,1,20171,5,0,17.059912294674703,1,0,1,0
5,14444,2,0,1,0,0,2,28929,335,265,1,11369,2,2,11.850714357160538,2,1,1,0
0,29353,1,1,9,0,0,3,15759,40,103,0,21194,9,1,16.279707847829872,2,0,1,0
1,4072,2,3,6,2,0,3,41711,203,469,2,1285,2,1,11.820880622432114,0,2,0,1
1,25502,0,0,4,0,0,0,33002,272,323,1,1266,8,0,18.33263067769173,0,2,0,1
4,13964,1,4,3,1,0,3,15113,101,444,1,18404,9,0,16.77264401629272,1,1,1,1
0,15974,1,4,4,1,0,2,24461,72,177,0,2271,4,3,10.495979184058797,2,1,0,1
5,13882,2,4,4,2,0,2,4315,66,71,1,561,6,1,17.62092928077288,1,0,2,1
5,28821,2,1,0,2,1,3,36051,198,684,0,12708,0,0,16.681665460999334,2,2,2,1
0,25206,1,4,5,0,0,2,15051,180,396,2,7995,0,0,16.162000758470263,2,1,2,1
5,26944,1,0,9,0,0,1,28851,238,233,2,6301,2,2,17.290064815667535,0,1,1,0
4,17025,2,5,4,1,1,0,3404,165,63,1,3118,0,3,12.01124299595725,1,1,2,1
4,11604,1,1,8,0,0,3,15214,37,536,1,796,4,2,11.050584883240692,0,0,2,1
5,18705,2,3,4,2,1,3,8418,269,333,2,9075,5,3,12.44982764969621,2,1,1,1
0,24483,1,1,8,1,0,0,8839,167,268,1,5357,4,3,11.706190241931976,2,1,1,0
3,15347,2,2,6,2,0,4,20109,28,181,0,10514,8,1,14.451703500046545,2,1,2,1
5,16967,2,0,9,2,0,2,30574,22,217,0,5475,6,2,19.258784697363964,1,0,1,0
5,1414,0,4,7,1,1,4,12817,52,25,1,19271,0,1,14.327747888887671,1,2,0,1
4,29577,0,3,7,1,0,3,20786,93,636,1,6175,2,1,14.733272283326937,0,1,2,1
2,29111,2,1,3,0,1,4,32111,290,193,0,10602,6,3,11.19824143423284,0,2,2,1
2,25669,1,2,8,2,0,4,23827,246,374,1,12409,7,2,14.260716967356862,0,0,1,1
0,16753,0,3,7,0,1,3,38580,312,413,0,14115,0,0,11.243402383424478,1,0,0,1
0,15989,2,0,7,2,1,0,24098,43,406,1,20100,4,0,13.463518720253637,0,1,2,1
1,10380,2,3,7,2,0,4,1999,25,527,1,14837,2,0,11.400628619692151,1,2,0,1
1,18564,2,3,7,1,1,0,11519,324,581,0,18395,2,0,14.328896230396062,2,0,0,1
0,4187,0,0,3,1,0,4,35849,64,95,1,20598,4,0,12.723611654101276,2,2,0,1
4,11432,2,4,9,2,1,2,19317,159,522,1,9434,6,3,12.611456476607785,0,0,1,1
2,20113,2,4,9,1,0,3,21012,83,52,2,9458,5,0,15.008402389771076,1,0,0,1
0,9007,0,3,0,1,0,4,7070,214,331,2,2920,6,1,15.4566558058083,1,1,1,1
3,697,2,5,0,2,0,4,36824,96,399,0,14741,4,0,18.656313276190712,0,0,2,1
4,25442,2,4,6,0,0,0,17699,298,684,2,19322,9,0,16.954375989093965,1,1,2,1
3,26973,1,0,2,0,0,3,13107,260,10,2,9293,1,2,11.58211846094346,0,0,1,0
4,23799,0,5,5,1,1,3,37757,108,301,0,15278,2,2,15.168550170115893,0,0,2,1
3,1729,2,4,9,2,1,4,30627,131,203,2,15821,1,2,13.957382839964897,0,0,0,1
1,4582,0,4,0,1,0,1,27737,200,151,1,5523,9,0,15.70863410481756,1,0,0,1
4,13255,1,4,1,1,0,1,2178,171,319,1,11271,0,1,10.210672401010434,0,2,1,1
1,19411,0,1,9,2,0,3,15437,95,292,1,20800,9,3,16.876991988441006,2,0,0,1
2,17740,2,3,8,1,0,2,11878,301,266,2,16302,4,0,10.946202582570589,1,2,1,1
3,14597,0,3,7,1,0,1,9901,69,130,1,5261,2,1,15.693957780363355,2,1,1,1
2,27178,1,2,2,1,1,1,6565,282,424,2,8576,9,0,15.815771818351546,1,2,2,1
0,25244,2,5,1,2,0,4,4082,13,578,0,13684,9,2,10.22098748563727,0,1,0,1
4,21270,2,3,0,2,0,0,15095,328,9,2,21573,5,0,13.66772069716682,2,1,1,1
4,1362,0,0,2,1,1,3,11201,294,373,0,19494,9,2,12.485642330596114,0,2,1,1
0,3770,1,0,2,0,1,1,3195,76,364,2,10339,0,0,17.0537113218938,2,1,0,0
0,15562,2,5,8,0,0,3,18605,240,28,1,19922,4,3,19.91001224207306,1,1,1,1
4,6597,0,5,7,1,1,0,28468,82,241,1,10870,5,3,17.234787655708647,0,1,1,1
4,28328,1,2,1,1,1,0,24360,140,621,1,6883,5,1,16.176833590548082,0,0,2,1
5,27579,0,3,1,1,0,1,4145,10,540,2,2291,9,1,11.218222973333006,1,0,2,1
4,23304,2,4,8,0,0,3,31073,106,416,1,17117,9,2,14.530768357780303,0,0,0,1
2,8102,0,4,7,2,1,3,41414,38,471,2,12655,4,3,13.176723849725418,1,0,1,1
2,18241,0,1,3,0,1,3,279,101,467,0,21534,3,2,18.50913565618446,1,0,2,1
0,5374,1,5,3,1,0,1,31117,103,687,1,6536,7,1,10.198529344874554,2,0,1,1
1,3013,1,2,0,1,1,0,25448,284,144,1,1951,6,0,17.935936538416218,1,0,2,1
1,28713,2,0,4,0,1,3,20161,80,404,2,17927,9,2,10.272323719064431,1,0,1,1
2,7713,1,2,7,2,0,3,26448,180,635,0,20638,3,1,10.282550181161136,2,1,2,1
4,15947,2,3,3,0,0,2,40145,253,236,0,3259,7,2,18.7921528134624,2,0,0,1
4,23022,0,0,5,0,1,4,27322,42,58,1,13061,9,1,19.12612072452445,0,2,0,1
1,18179,2,4,0,0,1,1,13418,223,606,2,5122,8,1,16.71856699085972,2,2,0,1
1,29704,2,3,7,0,0,0,11121,275,407,0,3606,6,0,11.553688647530988,0,2,2,1
3,14527,1,0,6,0,0,2,1354,254,445,1,11740,0,0,15.41641829515417,0,2,0,1
4,12017,0,2,6,0,0,0,22117,131,677,2,875,6,2,18.11706702577772,0,1,2,1
5,9562,1,1,6,1,0,4,16328,140,511,1,15406,1,1,18.047454561901667,0,0,0,0
4,21355,0,1,9,1,1,4,15463,22,14,0,965,7,1,18.520206182814835,1,2,0,1
0,28961,1,4,2,1,1,3,24800,106,602,0,19802,9,0,16.38773536875659,0,2,0,1
5,21781,1,2,2,1,1,3,11936,117,79,0,1464,3,1,10.045954849696024,1,0,1,0
0,31338,1,4,4,1,0,2,7425,164,75,2,2240,4,3,14.761983920165882,1,2,0,1
0,4715,2,2,8,2,1,4,26204,10,430,0,7755,4,0,14.319492583889762,2,2,1,1
2,12245,2,4,3,0,0,1,18379,134,117,1,10972,6,3,11.71256094373694,1,0,0,1
2,22582,1,4,6,1,0,3,33136,322,315,0,7543,4,1,15.333016968004804,0,1,1,1
4,26105,0,1,5,2,0,1,36535,101,153,1,20231,0,3,19.004688975478945,2,2,2,1
4,23758,2,2,0,0,1,4,30572,18,105,0,11669,9,3,17.777007520496518,0,2,2,1
1,1596,2,5,7,0,1,4,34095,250,245,1,20371,2,2,11.320919658285394,2,2,2,1
2,6427,1,0,3,1,1,2,15017,54,277,0,13610,3,0,13.29897462381842,0,0,2,1
4,19689,0,1,5,0,0,1,4509,77,614,1,17240,6,1,17.146099947682675,0,0,0,0
0,22682,2,5,7,1,0,4,31386,26,149,1,7145,1,0,18.834128908945303,2,1,2,1
5,26403,0,2,3,2,1,3,39929,255,232,0,16226,9,3,16.971225107753963,2,2,0,1
5,16628,2,1,9,1,1,3,28243,237,400,2,13776,9,2,12.17243723214984,0,0,1,1
5,2647,1,5,8,0,0,1,246,215,478,0,18114,3,0,13.619692660583617,0,2,2,1
4,25538,0,3,1,0,0,0,4331,229,426,1,14209,1,3,17.31437313450523,1,1,1,1
1,24760,1,2,0,2,1,2,18056,285,426,2,10042,6,0,19.48543936583749,2,0,0,0
1,30138,2,5,2,2,1,3,21407,181,674,0,3578,7,1,19.77232479118189,2,1,1,1
5,3922,0,2,7,0,1,3,28269,168,613,0,17609,3,1,14.768262511500552,1,0,0,0
1,23014,2,4,5,2,0,0,35005,9,562,2,14991,7,3,15.262101492406083,1,0,0,1
4,10515,2,2,5,0,0,3,27112,274,104,2,2296,7,2,17.744396018510173,2,1,2,1
5,24251,1,3,5,1,1,1,5902,256,532,1,20421,3,0,10.837928770594328,1,2,0,1
5,26365,1,2,3,2,0,3,41435,11,336,1,2923,0,1,13.434655856100086,1,1,2,1
1,19422,0,5,7,0,0,3,18950,161,566,2,18034,9,3,11.200905174541658,0,1,1,1
2,8959,2,0,9,2,1,0,980,303,392,0,16345,7,2,14.923289271895309,1,0,0,1
1,20282,1,2,9,0,0,2,32415,107,61,1,21219,0,2,15.409635522449102,1,2,0,1
3,25358,0,5,8,1,0,1,29519,161,248,1,17074,6,1,11.709588258229594,0,1,2,1
2,31319,1,4,9,1,1,2,24407,35,421,0,20107,8,3,11.737102083542036,1,0,1,1
3,29538,0,5,8,2,1,4,42131,160,52,1,18445,8,3,18.18500076011318,1,2,1,1
0,9453,2,5,0,1,1,4,13661,100,172,1,7234,7,0,14.59196468771326,0,2,1,1
5,11669,0,0,0,1,1,4,1791,90,176,2,18235,8,2,16.610348777996016,0,0,0,1
3,16309,2,5,9,2,0,0,28298,322,473,0,1100,5,2,15.124135933109972,1,1,0,1
4,21244,1,4,9,0,1,0,4062,79,334,1,8952,9,0,11.31377637904942,1,2,2,1
2,13091,0,5,5,1,0,1,12709,55,166,1,20542,1,0,13.361437697951738,0,2,1,1
4,2961,2,4,4,0,0,3,11775,273,77,1,1368,3,1,10.999447884639494,1,1,0,1
3,11563,1,1,9,2,1,3,13761,131,89,0,15016,7,3,15.052985758588695,0,1,2,1
1,11699,1,5,0,0,0,0,15508,149,567,2,17005,4,1,14.482159946501165,0,0,1,1
1,21602,1,1,8,2,1,3,26942,102,375,1,19699,2,1,16.7812865591267,1,1,1,0
0,16597,1,2,1,1,1,2,8966,11,374,1,1323,3,1,15.208047475374618,0,1,0,0
0,28027,1,3,9,0,1,3,21291,94,363,0,21133,1,2,13.322023782676142,0,2,1,1
0,8073,0,4,1,1,0,2,10767,85,425,0,18636,6,0,10.346162706348236,2,1,0,1
2,10675,2,1,3,2,1,1,21725,296,489,2,20370,8,3,15.58558837487301,1,2,0,1
2,5884,2,2,0,1,0,2,12331,299,599,0,1648,2,3,16.689610340060618,0,1,0,1
4,23095,0,4,7,1,1,4,41484,80,467,2,10413,2,0,17.07167190306429,2,1,0,1
1,26751,2,1,4,0,1,2,3933,265,511,0,6521,5,2,18.397533415709677,1,1,1,0
2,29001,0,0,7,0,0,2,36703,56,592,0,18356,0,1,12.679432093152514,2,0,0,0
3,4025,2,1,0,0,0,2,5709,281,55,1,19553,0,1,12.149137585456838,0,0,1,0
5,13654,0,0,7,1,0,4,11630,177,83,0,15950,5,1,18.88640701698945,0,2,1,1
2,17545,0,0,6,2,1,0,38127,30,652,2,11283,9,2,16.028766677684395,1,2,2,1
5,3390,2,0,1,0,0,1,32239,24,640,0,16181,5,3,17.76843134385038,2,0,1,0
2,15732,1,2,5,2,0,0,12940,256,64,2,19692,0,3,17.544624271772964,1,0,2,1
1,24561,0,5,8,2,1,4,16972,286,485,2,12475,7,3,15.821411222680505,1,0,0,1
0,15731,2,5,5,0,1,2,18736,55,144,2,664,8,2,18.7170408256576,0,2,2,1
4,6925,2,1,0,0,1,4,34263,34,137,2,313,0,1,19.243159812677582,2,0,0,0
3,4848,0,2,4,0,1,0,26519,278,198,1,10491,6,1,19.902010855671723,1,1,1,0
4,25991,1,0,9,2,0,4,11661,257,469,1,5773,1,0,19.28888789581614,1,1,1,0
4,3259,2,2,1,2,1,2,29053,301,499,0,15875,8,3,19.919172469846227,1,2,2,1
1,30093,1,2,4,1,0,0,3886,307,575,1,1007,7,3,13.599325860328571,2,2,2,1
3,12634,0,2,2,1,0,3,629,139,315,0,6653,2,2,10.203485018140164,0,0,2,1
2,26187,0,3,2,2,0,2,1309,141,155,1,3021,9,0,14.851712730387074,1,1,2,1
1,6816,1,4,5,0,0,0,8173,312,141,1,21582,1,2,16.601343495970493,2,2,2,1
1,5216,1,1,2,2,1,4,4374,212,485,2,15492,5,2,16.133606192755483,0,2,0,1
5,22626,0,4,2,0,0,3,31299,302,347,1,12939,1,3,19.121515824326288,0,0,1,1
5,7775,1,0,4,2,0,2,23383,329,276,0,327,2,0,13.585977747906387,1,1,1,0
0,21714,0,0,9,1,1,1,8342,130,330,1,8212,1,1,11.511357397519737,1,1,1,0
2,25077,1,0,9,2,1,4,32265,98,223,2,6480,7,2,14.990984247727226,1,0,0,1
3,11837,1,4,2,2,1,4,9256,313,0,2,6039,5,3,16.0026218258185,1,0,0,1
4,23164,2,2,1,2,0,2,26182,135,466,1,6153,2,0,10.167797796962011,0,1,1,1
2,26163,0,0,3,2,0,0,22113,215,604,2,15447,5,1,10.737059856391843,2,2,0,1
3,23048,2,3,0,1,1,2,41432,26,318,1,11360,6,0,10.642230445455336,1,1,2,1
5,5780,0,1,0,1,0,1,33585,180,284,0,19163,7,0,14.4552539588622,2,2,2,1
2,2437,0,3,0,1,1,4,5746,41,486,1,4660,4,3,17.978656170727454,1,0,0,1
0,26234,2,0,8,0,1,0,6356,291,105,2,3356,7,3,14.560823529376307,2,0,0,1
4,17065,1,2,6,2,0,1,12983,33,559,2,7365,7,3,19.370037317375537,2,1,0,1
2,29170,0,3,7,1,1,4,39511,36,444,2,6281,6,2,12.747288612599444,2,2,0,1
2,10475,1,0,1,0,1,4,40167,16,540,1,6835,3,2,16.21974557781422,1,2,1,1
5,12876,0,0,3,2,0,2,26457,54,356,0,17377,4,3,11.75446468381798,1,2,0,1
4,22279,2,0,5,1,1,2,19159,255,500,0,20800,7,1,16.308696864904256,2,0,1,0
1,21815,2,4,7,2,0,1,19261,217,103,2,15934,1,1,15.907614203220756,2,0,1,1
5,3798,1,0,5,0,1,0,2983,314,451,0,153,8,0,14.75541367397327,0,2,0,1
1,9587,1,3,6,1,1,1,30980,281,106,0,1169,7,3,10.69522692765139,1,1,1,1
4,12675,1,1,6,0,0,3,13386,7,619,2,11906,4,2,16.063808241903715,0,0,0,0
1,24265,0,2,4,2,1,3,6677,29,283,0,15180,6,3,12.11502851997906,2,0,0,0
4,20255,0,2,1,0,1,1,27093,261,358,0,16053,4,3,19.63515008825697,0,0,2,1
4,4586,1,4,1,1,0,4,15450,79,299,2,2745,0,0,11.724088083681888,2,0,2,1
5,5574,2,3,4,1,1,1,40957,292,561,2,19857,1,2,10.435452608625544,0,2,2,1
0,1284,2,3,2,0,1,0,41867,68,34,1,1340,1,2,15.335792406645096,0,0,0,1
4,8640,1,4,9,0,0,0,14920,250,428,0,2001,9,1,17.55700488499862,1,2,1,1
3,3951,1,0,9,1,1,0,23153,51,688,0,21057,1,1,18.71673348104548,1,0,0,0
5,17977,2,1,1,2,0,1,26496,291,158,1,14131,0,3,14.83238008838614,0,1,2,1
0,11565,0,1,6,0,1,3,42399,89,614,1,1289,9,0,13.213462974466792,0,1,2,1
5,31098,2,4,1,2,0,2,41732,175,2,2,16773,5,0,17.7064304444759,1,0,0,1
2,13691,0,5,8,1,0,4,37617,86,224,2,5610,9,3,19.74925414634059,1,2,2,1
3,15512,2,3,7,1,0,1,4681,47,538,1,13833,3,3,18.97212077493404,1,0,2,1
2,24613,2,1,5,0,0,0,18547,70,212,0,92,5,0,19.26423831659781,1,1,2,1
5,13327,1,2,7,2,1,2,5349,243,635,0,6300,4,3,14.756652210733082,1,1,0,0
2,2677,1,1,8,2,0,4,39831,118,459,1,2609,3,2,19.72472329057773,1,0,2,1
4,7814,1,3,6,0,0,3,8941,101,19,1,3106,1,0,16.955628268501215,1,2,1,1
1,24589,1,0,3,2,0,0,11262,36,533,2,19862,1,2,14.30294297268571,1,0,1,0
3,19121,2,3,8,1,0,0,9625,282,417,0,9736,1,3,19.953459790973334,0,2,1,1
4,2425,1,1,3,2,0,0,18134,40,9,1,8294,2,1,14.664189748843478,0,2,0,1
5,6311,1,5,0,1,1,0,4488,60,229,2,19747,9,2,13.661865522151464,2,0,2,1
3,6573,2,5,4,2,1,0,29157,37,312,1,20556,8,3,11.346554886209784,2,1,1,1
4,11795,2,3,0,2,0,1,43,28,602,2,11507,1,2,10.857150107541663,2,0,0,1
2,7163,0,2,5,0,0,4,22412,116,345,1,1876,5,1,17.99987226626987,0,2,1,1
0,2278,0,5,8,2,1,3,17824,136,219,2,17467,0,0,13.385073767138682,0,0,0,1
3,8736,1,2,3,1,0,1,10268,48,319,2,13247,9,0,11.141035398983758,1,0,2,1
2,12808,2,2,0,2,1,0,3047,300,574,0,7929,2,1,10.440535887683357,0,2,1,1
5,15500,2,2,4,2,0,0,3279,308,386,2,18524,8,2,10.288076314899143,0,1,2,1
3,2709,1,4,7,1,1,1,8276,222,52,2,1093,1,2,17.193130916168773,2,2,1,1
3,17351,2,5,1,0,1,3,8926,198,502,1,16968,6,3,14.698058851472217,1,2,2,1
1,21551,2,4,9,0,0,1,13128,233,299,2,20479,6,0,17.304516787658855,0,2,2,1
4,965,1,2,9,1,1,4,8886,132,523,2,16168,9,2,12.797493803966043,2,0,1,1
0,15490,0,3,5,2,1,0,3732,107,69,2,5534,6,3,19.776081744966927,2,0,0,1
4,3612,1,5,9,0,1,4,26194,184,501,0,11956,1,0,17.691934797522727,1,1,0,1
5,9491,2,0,3,1,0,1,14167,96,383,0,11599,9,1,17.503187622005854,0,2,0,1
